categoria,pergunta,intencao,status,motivo,resposta
quantidade_minima,atacado grande,qtd_grande_volume,OK,,"Pedidos acima de 500 peças têm: desconto progressivo, prazo planejado em fases (lotes de 100 a 200 peças), entregas parciais, ficha técnica completa. O setor de vendas faz orçamento personalizado."
quantidade_minima,pedido grande de 500 pecas,qtd_grande_volume,OK,,"Pedidos acima de 500 peças têm: desconto progressivo, prazo planejado em fases (lotes de 100 a 200 peças), entregas parciais, ficha técnica completa. O setor de vendas faz orçamento personalizado."
quantidade_minima,quero poucas pecas,qtd_pequena_volume,OK,,"Para pedidos pequenos (até 30 peças), recomendamos DTF (impressão digital) em vez de silkscreen — o setup do silk não compensa em tiragem pequena. Bordado funciona bem em qualquer quantidade. Para menos de 5 peças, não atendemos."
quantidade_minima,pedido pequeno,qtd_pequena_volume,OK,,"Para pedidos pequenos (até 30 peças), recomendamos DTF (impressão digital) em vez de silkscreen — o setup do silk não compensa em tiragem pequena. Bordado funciona bem em qualquer quantidade. Para menos de 5 peças, não atendemos."
quantidade_minima,menos de 30 pecas,qtd_pequena_volume,OK,,"Para pedidos pequenos (até 30 peças), recomendamos DTF (impressão digital) em vez de silkscreen — o setup do silk não compensa em tiragem pequena. Bordado funciona bem em qualquer quantidade. Para menos de 5 peças, não atendemos."
quantidade_minima,da pra fazer so 5 pecas,viabilidade_producao,MISMATCH,"esperava quantidade_minima, classificou 'viabilidade_producao'","Sim, temos capacidade técnica para produzir 5 peças. O setor de costura tem 135 peças disponíveis hoje. Para confirmar, fale com vendas."
sustentabilidade,voces sao sustentaveis,sustentabilidade,OK,,"A Fashion Flow trabalha com aproveitamento de tecido, reciclagem de sobras, opções de materiais reciclados e controle de químicos/tintas certificados quando a linha exige. Se quiser, posso listar as opções."
sustentabilidade,sobre sustentabilidade,sustentabilidade,OK,,"A Fashion Flow trabalha com aproveitamento de tecido, reciclagem de sobras, opções de materiais reciclados e controle de químicos/tintas certificados quando a linha exige. Se quiser, posso listar as opções."
sustentabilidade,e ecologico,sustentabilidade,OK,,"A Fashion Flow trabalha com aproveitamento de tecido, reciclagem de sobras, opções de materiais reciclados e controle de químicos/tintas certificados quando a linha exige. Se quiser, posso listar as opções."
sustentabilidade,se preocupam com meio ambiente,sustentabilidade,OK,,"A Fashion Flow trabalha com aproveitamento de tecido, reciclagem de sobras, opções de materiais reciclados e controle de químicos/tintas certificados quando a linha exige. Se quiser, posso listar as opções."
sustentabilidade,praticas sustentaveis,sustentabilidade,OK,,"A Fashion Flow trabalha com aproveitamento de tecido, reciclagem de sobras, opções de materiais reciclados e controle de químicos/tintas certificados quando a linha exige. Se quiser, posso listar as opções."
sustentabilidade,aproveitam o tecido,sustent_aproveitamento,OK,,"Usamos encaixe digital de moldes que reduz o desperdício de tecido em até 18% comparado ao corte tradicional. Sobras maiores viram peças complementares (bolsas, carteiras) e sobras pequenas vão para reciclagem têxtil."
sustentabilidade,reduzem desperdicio,sustent_aproveitamento,OK,,"Usamos encaixe digital de moldes que reduz o desperdício de tecido em até 18% comparado ao corte tradicional. Sobras maiores viram peças complementares (bolsas, carteiras) e sobras pequenas vão para reciclagem têxtil."
sustentabilidade,encaixe de molde,sustent_aproveitamento,OK,,"Usamos encaixe digital de moldes que reduz o desperdício de tecido em até 18% comparado ao corte tradicional. Sobras maiores viram peças complementares (bolsas, carteiras) e sobras pequenas vão para reciclagem têxtil."
sustentabilidade,usam algodao organico,sustent_algodao_organico,MISMATCH,"esperava sustentabilidade, classificou 'sustent_algodao_organico'","Alguns lotes podem usar algodão certificado/sustentável sob demanda, mas a linha padrão não é toda orgânica. Quando o pedido exige certificação, confirmamos disponibilidade do tecido antes de fechar produção."
sustentabilidade,tem poliester reciclado,sustent_fibra_reciclada,MISMATCH,"esperava sustentabilidade, classificou 'sustent_fibra_reciclada'","Sim, trabalhamos com opções de poliéster reciclado (rPET) e reaproveitamento de sobras têxteis em linhas específicas. A disponibilidade depende do produto e da cor escolhida."
sustentabilidade,material ecologico,sustentabilidade,OK,,"A Fashion Flow trabalha com aproveitamento de tecido, reciclagem de sobras, opções de materiais reciclados e controle de químicos/tintas certificados quando a linha exige. Se quiser, posso listar as opções."
sustentabilidade,usam rpet,sustent_fibra_reciclada,MISMATCH,"esperava sustentabilidade, classificou 'sustent_fibra_reciclada'","Sim, trabalhamos com opções de poliéster reciclado (rPET) e reaproveitamento de sobras têxteis em linhas específicas. A disponibilidade depende do produto e da cor escolhida."
sustentabilidade,voces reciclam,sustent_reciclagem,OK,,"Sobras de tecido são separadas por composição e enviadas para parceiros de reciclagem têxtil — viram enchimento de almofadas, mantas industriais e fios reciclados que voltam para nossa cadeia produtiva."
sustentabilidade,fazem reciclagem de tecido,sustent_reciclagem,OK,,"Sobras de tecido são separadas por composição e enviadas para parceiros de reciclagem têxtil — viram enchimento de almofadas, mantas industriais e fios reciclados que voltam para nossa cadeia produtiva."
sustentabilidade,reciclam retalho,sustent_reciclagem,OK,,"Sobras de tecido são separadas por composição e enviadas para parceiros de reciclagem têxtil — viram enchimento de almofadas, mantas industriais e fios reciclados que voltam para nossa cadeia produtiva."
sustentabilidade,a tinta e toxica,sustent_quimicos,OK,,"Nossas tintas e corantes seguem padrões OEKO-TEX Standard 100, que limita substâncias nocivas. Para a linha infantil e pele sensível, usamos apenas tintas certificadas. Não usamos formaldeído, ftalatos ou metais pesados."
sustentabilidade,usam quimica nociva,sustent_quimicos,OK,,"Nossas tintas e corantes seguem padrões OEKO-TEX Standard 100, que limita substâncias nocivas. Para a linha infantil e pele sensível, usamos apenas tintas certificadas. Não usamos formaldeído, ftalatos ou metais pesados."
sustentabilidade,a tinta faz mal,sustent_quimicos,OK,,"Nossas tintas e corantes seguem padrões OEKO-TEX Standard 100, que limita substâncias nocivas. Para a linha infantil e pele sensível, usamos apenas tintas certificadas. Não usamos formaldeído, ftalatos ou metais pesados."
sustentabilidade,as condicoes de trabalho sao boas,sustent_trabalho,OK,,Toda a produção é feita dentro da nossa fábrica com colaboradores CLT. Não terceirizamos para facções sem auditoria. Realizamos auditorias semestrais para garantir condições adequadas e cumprimento da legislação trabalhista. Estamos em processo de certificação ABVTEX.
sustentabilidade,tem trabalho escravo,sustent_trabalho,OK,,Toda a produção é feita dentro da nossa fábrica com colaboradores CLT. Não terceirizamos para facções sem auditoria. Realizamos auditorias semestrais para garantir condições adequadas e cumprimento da legislação trabalhista. Estamos em processo de certificação ABVTEX.
sustentabilidade,e trabalho digno,sustent_trabalho,OK,,Toda a produção é feita dentro da nossa fábrica com colaboradores CLT. Não terceirizamos para facções sem auditoria. Realizamos auditorias semestrais para garantir condições adequadas e cumprimento da legislação trabalhista. Estamos em processo de certificação ABVTEX.
sustentabilidade,e vegano,sustent_vegano,OK,,"A Fashion Flow não trabalha com couro animal, lã produzida com maus-tratos, seda convencional (que sacrifica bichos-da-seda) ou peles. A maioria do nosso catálogo é vegana. Para peças com lã, usamos apenas fornecedores com certificação de bem-estar animal."
sustentabilidade,tem produto de origem animal,sustent_vegano,OK,,"A Fashion Flow não trabalha com couro animal, lã produzida com maus-tratos, seda convencional (que sacrifica bichos-da-seda) ou peles. A maioria do nosso catálogo é vegana. Para peças com lã, usamos apenas fornecedores com certificação de bem-estar animal."
sustentabilidade,e cruelty free,sustent_vegano,OK,,"A Fashion Flow não trabalha com couro animal, lã produzida com maus-tratos, seda convencional (que sacrifica bichos-da-seda) ou peles. A maioria do nosso catálogo é vegana. Para peças com lã, usamos apenas fornecedores com certificação de bem-estar animal."
sustentabilidade,usam couro animal,tec_couro,MISMATCH,"esperava sustentabilidade, classificou 'tec_couro'","Não trabalhamos com couro animal por questão de sustentabilidade e bem-estar animal. Também não usamos couro sintético em larga escala (PVC tem alto impacto ambiental). Para peças com aparência de couro, usamos tecidos com revestimento."
sustentabilidade,a embalagem e sustentavel,sustentabilidade,OK,,"A Fashion Flow trabalha com aproveitamento de tecido, reciclagem de sobras, opções de materiais reciclados e controle de químicos/tintas certificados quando a linha exige. Se quiser, posso listar as opções."
sustentabilidade,embalagem reciclavel,sustent_logistica,OK,,Nossas embalagens são de papel kraft reciclável ou plástico reciclado (rPET). Estamos eliminando gradualmente plásticos virgens. As caixas de envio são feitas de papelão reciclado e podem ser reaproveitadas.
sustentabilidade,caixa reciclada,sustent_logistica,OK,,Nossas embalagens são de papel kraft reciclável ou plástico reciclado (rPET). Estamos eliminando gradualmente plásticos virgens. As caixas de envio são feitas de papelão reciclado e podem ser reaproveitadas.
manutencao,como cuido da peca,manutencao,OK,,"Cuidados gerais: lavar do avesso, água fria, ciclo delicado, secar à sombra e evitar secadora. Peças com estampa ou bordado devem ser passadas do avesso. Se quiser, posso listar as opções."
manutencao,cuidados com a roupa,manutencao,OK,,"Cuidados gerais: lavar do avesso, água fria, ciclo delicado, secar à sombra e evitar secadora. Peças com estampa ou bordado devem ser passadas do avesso. Se quiser, posso listar as opções."
manutencao,sobre manutencao,manutencao,OK,,"Cuidados gerais: lavar do avesso, água fria, ciclo delicado, secar à sombra e evitar secadora. Peças com estampa ou bordado devem ser passadas do avesso. Se quiser, posso listar as opções."
manutencao,como conservar a roupa,manutencao,OK,,"Cuidados gerais: lavar do avesso, água fria, ciclo delicado, secar à sombra e evitar secadora. Peças com estampa ou bordado devem ser passadas do avesso. Se quiser, posso listar as opções."
manutencao,como lavo a peca,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,posso lavar na maquina,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,como faco a lavagem,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,pode lavar a mao,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,lavar a peca,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,posso passar ferro,manut_ferro,OK,,"Pode passar a ferro respeitando a temperatura por tecido: algodão até 200°C; viscose até 150°C; sintéticos até 110°C. Peças com estampa, passe sempre do avesso para preservar a estampa."
manutencao,pode passar a ferro,manut_ferro,OK,,"Pode passar a ferro respeitando a temperatura por tecido: algodão até 200°C; viscose até 150°C; sintéticos até 110°C. Peças com estampa, passe sempre do avesso para preservar a estampa."
manutencao,qual temperatura do ferro,manut_ferro,OK,,"Pode passar a ferro respeitando a temperatura por tecido: algodão até 200°C; viscose até 150°C; sintéticos até 110°C. Peças com estampa, passe sempre do avesso para preservar a estampa."
manutencao,pode por na secadora,manut_secadora,OK,,"Não recomendamos secadora. O calor acelera o desgaste, pode encolher (principalmente algodão) e prejudica estampas. Prefira secar à sombra, no varal, com a peça do avesso para preservar a cor."
manutencao,posso secar na secadora,manut_secadora,OK,,"Não recomendamos secadora. O calor acelera o desgaste, pode encolher (principalmente algodão) e prejudica estampas. Prefira secar à sombra, no varal, com a peça do avesso para preservar a cor."
manutencao,secadora pode,manut_secadora,OK,,"Não recomendamos secadora. O calor acelera o desgaste, pode encolher (principalmente algodão) e prejudica estampas. Prefira secar à sombra, no varal, com a peça do avesso para preservar a cor."
manutencao,posso usar alvejante,manut_alvejante,OK,,"Não use alvejante. Danifica fibras, descolore tecidos coloridos e estampas, e amarela o branco com o tempo. Para manchas, use sabão neutro com escovação suave ou produtos específicos para tecidos."
manutencao,pode agua sanitaria,manut_alvejante,OK,,"Não use alvejante. Danifica fibras, descolore tecidos coloridos e estampas, e amarela o branco com o tempo. Para manchas, use sabão neutro com escovação suave ou produtos específicos para tecidos."
manutencao,pode qboa,manut_alvejante,OK,,"Não use alvejante. Danifica fibras, descolore tecidos coloridos e estampas, e amarela o branco com o tempo. Para manchas, use sabão neutro com escovação suave ou produtos específicos para tecidos."
manutencao,usar cloro,manut_alvejante,OK,,"Não use alvejante. Danifica fibras, descolore tecidos coloridos e estampas, e amarela o branco com o tempo. Para manchas, use sabão neutro com escovação suave ou produtos específicos para tecidos."
manutencao,como tiro mancha,manut_mancha,OK,,"Para tirar manchas: aja rápido, nunca esfregue (espalha), use pano úmido de fora pra dentro. Óleo: sabão neutro. Café/vinho: água gelada e bicarbonato. Sangue: água gelada (nunca quente). Manchas difíceis: lavanderia especializada."
manutencao,remover mancha de oleo,manut_mancha,OK,,"Para tirar manchas: aja rápido, nunca esfregue (espalha), use pano úmido de fora pra dentro. Óleo: sabão neutro. Café/vinho: água gelada e bicarbonato. Sangue: água gelada (nunca quente). Manchas difíceis: lavanderia especializada."
manutencao,mancha de comida,manut_mancha,OK,,"Para tirar manchas: aja rápido, nunca esfregue (espalha), use pano úmido de fora pra dentro. Óleo: sabão neutro. Café/vinho: água gelada e bicarbonato. Sangue: água gelada (nunca quente). Manchas difíceis: lavanderia especializada."
manutencao,como cuido do algodao,cuidados_algodao,OK,,"Algodão: máquina água fria, secagem natural. Encolhe até 5% na primeira lavagem. Pode passar a ferro em alta temperatura. Evite torcer com força."
manutencao,algodao encolhe,cuidados_algodao,OK,,"Algodão: máquina água fria, secagem natural. Encolhe até 5% na primeira lavagem. Pode passar a ferro em alta temperatura. Evite torcer com força."
manutencao,como lavar algodao,cuidados_algodao,OK,,"Algodão: máquina água fria, secagem natural. Encolhe até 5% na primeira lavagem. Pode passar a ferro em alta temperatura. Evite torcer com força."
manutencao,como cuido da viscose,cuidados_viscose,OK,,"Viscose: lavar à mão ou ciclo delicado, água fria. Não torcer. Secar na horizontal pra não deformar. Passar ferro morno (até 150°C)."
manutencao,viscose amassa,cuidados_viscose,OK,,"Viscose: lavar à mão ou ciclo delicado, água fria. Não torcer. Secar na horizontal pra não deformar. Passar ferro morno (até 150°C)."
manutencao,como lavar viscose,cuidados_viscose,OK,,"Viscose: lavar à mão ou ciclo delicado, água fria. Não torcer. Secar na horizontal pra não deformar. Passar ferro morno (até 150°C)."
manutencao,como cuido do poliester,cuidados_poliester,OK,,"Poliéster: lavagem à máquina sem problema, muito resistente. Seca rápido. Geralmente não precisa passar a ferro. Cuidado: derrete acima de 110°C."
manutencao,como lavar poliester,cuidados_poliester,OK,,"Poliéster: lavagem à máquina sem problema, muito resistente. Seca rápido. Geralmente não precisa passar a ferro. Cuidado: derrete acima de 110°C."
manutencao,como cuido do linho,cuidados_linho,OK,,"Linho: ciclo delicado, água fria. Amassa muito — é parte da estética. Passar a ferro com vapor enquanto úmido facilita. Evite secadora."
manutencao,linho amassa muito,cuidados_linho,OK,,"Linho: ciclo delicado, água fria. Amassa muito — é parte da estética. Passar a ferro com vapor enquanto úmido facilita. Evite secadora."
manutencao,como lavar linho,cuidados_linho,OK,,"Linho: ciclo delicado, água fria. Amassa muito — é parte da estética. Passar a ferro com vapor enquanto úmido facilita. Evite secadora."
manutencao,como cuido do jeans,cuidados_jeans,OK,,"Jeans: lave pouco — quanto menos lavagem, melhor conserva a cor. Sempre do avesso, água fria, sem amaciante. Para amaciar, vinagre branco diluído na primeira lavagem ajuda."
manutencao,jeans desbota,cuidados_jeans,OK,,"Jeans: lave pouco — quanto menos lavagem, melhor conserva a cor. Sempre do avesso, água fria, sem amaciante. Para amaciar, vinagre branco diluído na primeira lavagem ajuda."
manutencao,como lavar jeans,cuidados_jeans,OK,,"Jeans: lave pouco — quanto menos lavagem, melhor conserva a cor. Sempre do avesso, água fria, sem amaciante. Para amaciar, vinagre branco diluído na primeira lavagem ajuda."
manutencao,como cuido da la,cuidados_la,OK,,"Lã: lavagem à mão ou ciclo lã, água fria, sabão neutro. Nunca torcer. Secar deitada sobre toalha pra não deformar. Não passar ferro direto — use pano úmido entre o ferro e a peça."
manutencao,como lavar la,cuidados_la,OK,,"Lã: lavagem à mão ou ciclo lã, água fria, sabão neutro. Nunca torcer. Secar deitada sobre toalha pra não deformar. Não passar ferro direto — use pano úmido entre o ferro e a peça."
manutencao,cuidado com trico,cuidados_la,OK,,"Lã: lavagem à mão ou ciclo lã, água fria, sabão neutro. Nunca torcer. Secar deitada sobre toalha pra não deformar. Não passar ferro direto — use pano úmido entre o ferro e a peça."
manutencao,como cuido da malha,cuidados_malha,OK,,"Malha (camisetas, basicwear): ciclo delicado, água fria. Pode usar secadora em temperatura baixa, mas o ideal é varal. Não pendurar molhada em cabide — deforma o ombro. Secar dobrada."
manutencao,malha estica,cuidados_malha,OK,,"Malha (camisetas, basicwear): ciclo delicado, água fria. Pode usar secadora em temperatura baixa, mas o ideal é varal. Não pendurar molhada em cabide — deforma o ombro. Secar dobrada."
manutencao,malha encolhe,cuidados_malha,OK,,"Malha (camisetas, basicwear): ciclo delicado, água fria. Pode usar secadora em temperatura baixa, mas o ideal é varal. Não pendurar molhada em cabide — deforma o ombro. Secar dobrada."
manutencao,como cuido do moletom,cuidados_moletom,OK,,"Moletom: do avesso, água fria, ciclo delicado. Não usar amaciante — deixa o tecido duro com o tempo. Secar na horizontal, evitar sol direto pra não desbotar. Não passar a ferro na parte felpuda interna."
manutencao,moletom encolhe,cuidados_moletom,OK,,"Moletom: do avesso, água fria, ciclo delicado. Não usar amaciante — deixa o tecido duro com o tempo. Secar na horizontal, evitar sol direto pra não desbotar. Não passar a ferro na parte felpuda interna."
manutencao,moletom desbota,cuidados_moletom,OK,,"Moletom: do avesso, água fria, ciclo delicado. Não usar amaciante — deixa o tecido duro com o tempo. Secar na horizontal, evitar sol direto pra não desbotar. Não passar a ferro na parte felpuda interna."
manutencao,minha peca encolheu,manut_encolhimento,OK,,"Encolhimento ocorre principalmente em algodão (até 5% na primeira lavagem). Para minimizar: água fria, sem secadora, sem torcer. Se já encolheu pouco, alongue durante a secagem ainda úmida. Encolhimento acima de 5% pode ser defeito — fale com devoluções."
manutencao,a roupa encolheu na lavagem,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,encolheu tudo,manut_encolhimento,OK,,"Encolhimento ocorre principalmente em algodão (até 5% na primeira lavagem). Para minimizar: água fria, sem secadora, sem torcer. Se já encolheu pouco, alongue durante a secagem ainda úmida. Encolhimento acima de 5% pode ser defeito — fale com devoluções."
manutencao,minha peca desbotou,manut_desbotamento,OK,,"Desbotamento é causado principalmente por: água quente, sol direto na secagem, alvejante e excesso de lavagens. Para minimizar: água fria, do avesso, à sombra, sem alvejante. Se desbotou logo na primeira lavagem seguindo as orientações, pode ser defeito — fale com devoluções."
manutencao,perdeu a cor,manut_desbotamento,OK,,"Desbotamento é causado principalmente por: água quente, sol direto na secagem, alvejante e excesso de lavagens. Para minimizar: água fria, do avesso, à sombra, sem alvejante. Se desbotou logo na primeira lavagem seguindo as orientações, pode ser defeito — fale com devoluções."
manutencao,a cor saiu na lavagem,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
producao,como e a producao,producao,OK,,"A produção passa por ficha técnica, modelagem, corte, costura, acabamento, revisão de qualidade e embalagem. Produzimos internamente no Brasil. Se quiser, posso listar as opções."
producao,processo produtivo,producao,OK,,"A produção passa por ficha técnica, modelagem, corte, costura, acabamento, revisão de qualidade e embalagem. Produzimos internamente no Brasil. Se quiser, posso listar as opções."
producao,como voces produzem,catalogo,MISMATCH,"esperava producao, classificou 'catalogo'","Produzimos camisetas, polos, moletons, jaquetas, calças, vestidos, uniformes e linha infantil. Se você disser a categoria, eu detalho os modelos. Se quiser, posso listar as opções."
producao,como funciona a producao,producao,OK,,"A produção passa por ficha técnica, modelagem, corte, costura, acabamento, revisão de qualidade e embalagem. Produzimos internamente no Brasil. Se quiser, posso listar as opções."
producao,quais as etapas de producao,producao_etapas,OK,,"Nossa produção tem 6 etapas: 1) modelagem digital, 2) corte automatizado, 3) costura modular, 4) lavanderia (quando aplicável), 5) acabamento e personalização, 6) controle de qualidade e embalagem. Do pedido à expedição: 15 a 30 dias úteis em média."
producao,fases da producao,producao,OK,,"A produção passa por ficha técnica, modelagem, corte, costura, acabamento, revisão de qualidade e embalagem. Produzimos internamente no Brasil. Se quiser, posso listar as opções."
producao,passos da producao,producao_etapas,OK,,"Nossa produção tem 6 etapas: 1) modelagem digital, 2) corte automatizado, 3) costura modular, 4) lavanderia (quando aplicável), 5) acabamento e personalização, 6) controle de qualidade e embalagem. Do pedido à expedição: 15 a 30 dias úteis em média."
producao,fluxo de producao,producao_etapas,OK,,"Nossa produção tem 6 etapas: 1) modelagem digital, 2) corte automatizado, 3) costura modular, 4) lavanderia (quando aplicável), 5) acabamento e personalização, 6) controle de qualidade e embalagem. Do pedido à expedição: 15 a 30 dias úteis em média."
producao,onde fica a fabrica,producao_onde,OK,,"Toda a produção da Fashion Flow é feita no Brasil, em nossa fábrica própria. Não terceirizamos para facções externas sem auditoria nem importamos produtos prontos. Isso garante padrão de qualidade consistente e cumprimento das condições trabalhistas."
producao,onde produzem,producao_onde,OK,,"Toda a produção da Fashion Flow é feita no Brasil, em nossa fábrica própria. Não terceirizamos para facções externas sem auditoria nem importamos produtos prontos. Isso garante padrão de qualidade consistente e cumprimento das condições trabalhistas."
producao,onde e produzido,producao_onde,OK,,"Toda a produção da Fashion Flow é feita no Brasil, em nossa fábrica própria. Não terceirizamos para facções externas sem auditoria nem importamos produtos prontos. Isso garante padrão de qualidade consistente e cumprimento das condições trabalhistas."
producao,local da fabrica,producao,OK,,"A produção passa por ficha técnica, modelagem, corte, costura, acabamento, revisão de qualidade e embalagem. Produzimos internamente no Brasil. Se quiser, posso listar as opções."
producao,qual a capacidade produtiva,producao_capacidade,OK,,"Capacidade média mensal: 8 mil a 12 mil peças, dependendo da complexidade. Picos sazonais (Black Friday, Natal) podem chegar a 18 mil peças/mês com planejamento antecipado."
producao,quantas pecas por mes,producao_capacidade,OK,,"Capacidade média mensal: 8 mil a 12 mil peças, dependendo da complexidade. Picos sazonais (Black Friday, Natal) podem chegar a 18 mil peças/mês com planejamento antecipado."
producao,capacidade da fabrica,producao_capacidade,OK,,"Capacidade média mensal: 8 mil a 12 mil peças, dependendo da complexidade. Picos sazonais (Black Friday, Natal) podem chegar a 18 mil peças/mês com planejamento antecipado."
producao,que tecnologia usam,producao_tecnologia,OK,,"Usamos modelagem CAD, corte automatizado com encaixe digital (reduz desperdício), máquinas industriais de costura com sensores, máquina de bordado computadorizada e impressão DTF para personalização digital."
producao,quais maquinas tem,producao_tecnologia,OK,,"Usamos modelagem CAD, corte automatizado com encaixe digital (reduz desperdício), máquinas industriais de costura com sensores, máquina de bordado computadorizada e impressão DTF para personalização digital."
producao,usam automacao,producao_tecnologia,OK,,"Usamos modelagem CAD, corte automatizado com encaixe digital (reduz desperdício), máquinas industriais de costura com sensores, máquina de bordado computadorizada e impressão DTF para personalização digital."
producao,tem equipamento moderno,producao_tecnologia,OK,,"Usamos modelagem CAD, corte automatizado com encaixe digital (reduz desperdício), máquinas industriais de costura com sensores, máquina de bordado computadorizada e impressão DTF para personalização digital."
producao,quantos funcionarios tem,producao_equipe,OK,,"Nossa produção tem cerca de 45 colaboradores divididos entre modelagem, corte, costura, acabamento e controle de qualidade. Toda a equipe é CLT, com treinamento contínuo. A maioria está na empresa há mais de 3 anos."
producao,sobre a equipe,producao_equipe,OK,,"Nossa produção tem cerca de 45 colaboradores divididos entre modelagem, corte, costura, acabamento e controle de qualidade. Toda a equipe é CLT, com treinamento contínuo. A maioria está na empresa há mais de 3 anos."
producao,quantos colaboradores,producao_equipe,OK,,"Nossa produção tem cerca de 45 colaboradores divididos entre modelagem, corte, costura, acabamento e controle de qualidade. Toda a equipe é CLT, com treinamento contínuo. A maioria está na empresa há mais de 3 anos."
producao,como e a modelagem,producao_modelagem,OK,,"A modelagem é digital (CAD), o que permite ajustes precisos e encaixe otimizado de moldes. Para clientes com modelagem exclusiva, fazemos prova piloto e até 2 rodadas de ajustes antes da produção em lote."
producao,fazem prova piloto,producao_modelagem,OK,,"A modelagem é digital (CAD), o que permite ajustes precisos e encaixe otimizado de moldes. Para clientes com modelagem exclusiva, fazemos prova piloto e até 2 rodadas de ajustes antes da produção em lote."
producao,tem ficha tecnica,producao_modelagem,OK,,"A modelagem é digital (CAD), o que permite ajustes precisos e encaixe otimizado de moldes. Para clientes com modelagem exclusiva, fazemos prova piloto e até 2 rodadas de ajustes antes da produção em lote."
producao,como e o corte e costura,producao_corte_costura,OK,,"Corte automatizado em mesa de corte computadorizada. Costura modular: cada peça passa por estações especializadas (overloque, galoneira, costura reta, casas, botões, acabamento). Isso garante qualidade consistente em todas as peças do lote."
producao,que tipo de costura,producao_corte_costura,OK,,"Corte automatizado em mesa de corte computadorizada. Costura modular: cada peça passa por estações especializadas (overloque, galoneira, costura reta, casas, botões, acabamento). Isso garante qualidade consistente em todas as peças do lote."
producao,maquina de corte,producao_corte_costura,OK,,"Corte automatizado em mesa de corte computadorizada. Costura modular: cada peça passa por estações especializadas (overloque, galoneira, costura reta, casas, botões, acabamento). Isso garante qualidade consistente em todas as peças do lote."
catalogo,o que voces fazem,catalogo,OK,,"Produzimos camisetas, polos, moletons, jaquetas, calças, vestidos, uniformes e linha infantil. Se você disser a categoria, eu detalho os modelos. Se quiser, posso listar as opções."
catalogo,quais produtos voces tem,catalogo,OK,,A Fashion Flow tem várias linhas. Qual te interessa? ⏎   1. Camisetas e básicas ⏎   2. Moletons e jaquetas ⏎   3. Calças e shorts ⏎   4. Vestidos ⏎   5. Uniformes corporativos ⏎   6. Linha infantil
catalogo,que tipo de produto fazem,catalogo,OK,,"Produzimos camisetas, polos, moletons, jaquetas, calças, vestidos, uniformes e linha infantil. Se você disser a categoria, eu detalho os modelos. Se quiser, posso listar as opções."
catalogo,quais pecas voces produzem,catalogo,OK,,A Fashion Flow tem várias linhas. Qual te interessa? ⏎   1. Camisetas e básicas ⏎   2. Moletons e jaquetas ⏎   3. Calças e shorts ⏎   4. Vestidos ⏎   5. Uniformes corporativos ⏎   6. Linha infantil
catalogo,o que da pra fazer,catalogo,OK,,"Produzimos camisetas, polos, moletons, jaquetas, calças, vestidos, uniformes e linha infantil. Se você disser a categoria, eu detalho os modelos. Se quiser, posso listar as opções."
catalogo,fazem camiseta,cat_camisetas,OK,,"Linha de camisetas: básica (100% algodão, gola careca/V/polo), premium (algodão pima penteado), regata, baby look e oversized. Gramaturas de 140g a 220g. Todas as 12 cores em pronta entrega."
catalogo,voces fazem polo,cat_camisetas,OK,,"Linha de camisetas: básica (100% algodão, gola careca/V/polo), premium (algodão pima penteado), regata, baby look e oversized. Gramaturas de 140g a 220g. Todas as 12 cores em pronta entrega."
catalogo,tem regata,cat_camisetas,OK,,"Linha de camisetas: básica (100% algodão, gola careca/V/polo), premium (algodão pima penteado), regata, baby look e oversized. Gramaturas de 140g a 220g. Todas as 12 cores em pronta entrega."
catalogo,fazem baby look,cat_camisetas,OK,,"Linha de camisetas: básica (100% algodão, gola careca/V/polo), premium (algodão pima penteado), regata, baby look e oversized. Gramaturas de 140g a 220g. Todas as 12 cores em pronta entrega."
